Company,Mean Score
NASDAQ,0.12333333333333334
Google,0.24285714285714285
Microsoft,0.23103448275862062
GME,0.08333333333333333
Amazon,0.32068965517241377
Nvidia,0.2827586206896551
Tesla,0.17499999999999996
Futu,-0.12
Apple,0.44482758620689644
OXY,0.056249999999999994
CCL,-0.018181818181818184
META,-0.013333333333333336
Coinbase,0.15666666666666665
Palantir,0.21250000000000002
Total Cost,0.999390000000001
